RERG
CR792455.2
CR792455.3
CR847906.2
si:dkeyp-4c4.2
CR847906.1
CR847906.3
znf1132
zgc:174653
si:dkey-176f19.7
znf1088
si:dkey-176f19.4
si:dkeyp-120g4.1
znf1125
znf1023
si:dkey-176f19.1
si:ch211-271g18.4
znf992
znf1116
si:ch211-271g18.1
si:ch211-263l8.1
BX649453.3
ZNF70 (1 of many).1
BX649453.1
BX649453.4
BX649453.5
si:dkey-151g22.1
BX321873.1
BX537137.2
si:dkeyp-87d1.1
znf1097
BX571760.1
BX571760.2
zgc:174646
znf1064
BX842593.1
si:dkey-3p4.7
znf973
CR556708.4
CR556708.2
CR556708.3
si:ch73-134f24.1
si:dkeyp-86c4.1
si:dkey-106c17.2
znf1102
znf1100
BX539341.1
si:dkey-3p4.1
znf1139
si:dkey-3p4.8
BX510935.1
si:dkey-207l24.2
si:ch211-271g18.1.1
si:dkeyp-82b4.2
si:dkeyp-82b4.3
si:dkeyp-82b4.4
si:dkeyp-82b4.6
znf1016
CT027707.1
CT027707.3
znf1071
CT027707.2
si:ch211-229l10.11
znf1093
si:ch211-229l10.9
si:ch211-229l10.4
si:ch211-209n20.3
znf1092
znf994
si:ch211-209n20.59
BX324212.2
si:ch211-209n20.1
BX324212.1
ZNF189 (1 of many).1
si:dkey-59l11.7
CR792418.1
CR792418.4
si:dkey-59l11.10
CR792418.5
CR792418.3
CR792418.2
CR790376.1
znf997
si:dkey-66k12.3
si:dkey-122c11.1
CR407594.5
znf977
CR407594.3
CR407594.1
si:dkey-122c11.8
CR407594.2
CR407594.4
si:ch211-22k7.9
CR361547.1
si:dkey-261o4.1
BX548067.1
si:dkey-261o4.9
si:dkey-261o4.6
BX548067.4
BX548067.2
znf1102.1
BX950868.3
BX950868.1
BX950868.4
BX950868.2
BX950868.5
CR749167.3
si:dkeyp-4c4.1
CR749167.1
CR749167.2
znf979
BX649341.2
si:dkey-16p6.1.3
si:dkey-199k11.6
BX649341.1
si:dkey-5i16.5
si:dkey-238g7.1
znf995
BX663505.1
si:ch211-246n15.2
BX663505.2
si:dkey-22h13.2
si:ch211-218h8.1
si:dkey-22h13.3
si:ch211-218h8.3
BX901907.6
BX901907.1
BX901907.2
BX901907.5
BX901907.4
BX901907.3
si:dkey-57c22.1
si:dkey-207m2.4
BX470200.2
BX470200.1
BX470200.3
AL845295.5
si:dkey-157e10.8
AL845295.3
AL845295.6
si:dkey-285e18.2
si:dkey-285e18.5
si:dkey-285e18.6
zgc:174650
si:dkey-16p19.1
znf1136
si:dkeyp-82h4.1
BX571664.1
znf980
si:dkeyp-82h4.3
CR382294.1
znf1062
znf1050
si:ch211-73m21.1
si:ch211-181p13.2
si:dkey-16p19.5
CR388165.2
si:dkey-16p19.8
znf987
BX088603.2
si:dkeyp-44d3.1
si:dkeyp-44d3.3
znf1094
si:dkeyp-44d3.5
znf976
CR855306.3
znf1049
si:dkey-237m9.2
si:dkey-237m9.1
si:ch211-268b14.2
CR954226.1
zgc:174696
znf1145
si:ch211-142b24.8
si:dkeyp-85d8.5
znf1060
znf1148
si:ch211-142b24.2
si:ch211-129p6.2
BX511066.3
si:dkey-4e4.1
znf1118
si:ch211-59d8.2
si:ch211-59d8.3
si:dkey-16p6.1.4
zgc:172014.1
BX000477.2
BX000477.1
znf1053
CR925768.5
CR925768.2
CR925768.4
CR925768.3
CR925768.1
CR753896.1
CR753896.2
FO834877.1
CABZ01059309.1
znf1096
si:dkeyp-85d8.1
si:dkeyp-85d8.3
si:dkeyp-85d8.5.1
znf1137
si:dkey-54j5.2
znf1072
si:dkey-16p6.2
BX927135.2
si:dkey-16p6.1.5
si:dkey-29j8.1
si:dkeyp-53e4.1
si:dkey-29j8.2
znf1073
si:dkeyp-53e4.2
BX664605.3
BX664605.4
si:dkeyp-53e4.4
BX664605.2
si:dkey-16p6.4
si:dkey-29p23.2
si:dkey-29p23.1
si:ch211-226o13.2
si:ch211-226o13.1
si:ch211-226o13.3
BX296567.2
si:dkey-261p22.1
znf1027
BX296567.1
CABZ01015525.1
CABZ01015530.1
CABZ01015530.2
BX649454.1
si:dkeyp-100h4.4
si:dkeyp-100h4.1
si:dkeyp-100h4.7
si:dkeyp-100h4.2
si:dkey-7j22.1
si:dkey-7j22.2
znf1115
BX897726.2
BX897726.3
si:dkey-7j22.4
BX897726.1
BX897720.1
si:dkey-16p6.1.6
si:dkeyp-77c4.5
znf1107
znf1137.1
znf980.1
si:dkeyp-100h4.8
si:dkey-51d8.2
si:dkey-51d8.1
BX649516.1
BX649516.3
si:dkey-51d8.3
si:dkey-51d8.6
znf1046
BX649516.2
si:dkey-51d8.9
BX649516.4
znf1021
znf1115.1
si:ch211-162i8.7
si:ch211-162i8.2
znf1031
si:ch211-162i8.7.1
si:ch211-162i8.5
si:dkey-16p6.1.7
si:ch211-162i8.4.1
si:dkey-256i11.2
BX649518.1
si:dkey-256i11.3
si:dkey-256i11.6
BX649399.1
znf1038
BX927193.3
BX927193.1
si:dkeyp-104f11.6
BX927164.2
BX927164.1
si:ch211-215p11.3
si:dkey-16p6.1.8
si:dkey-26m3.3
si:ch211-215p11.1
si:dkey-31n13.4
BX927287.3
BX927287.1
BX927287.2
znf1021.1
si:dkey-26m3.1
si:dkey-26m3.2
BX942815.1
crestin
si:ch211-261d9.1
CR450840.2
CR450840.3
CR450840.1
znf1122
si:dkey-124l13.1
CU466240.1
znf1040
BX470149.1
BX324142.4
BX324142.1
BX324142.2
BX324142.3
si:ch211-196f19.1
si:ch211-196h24.2
si:ch211-196h24.1
BX294653.2
BX324155.1
BX294653.1
BX324155.2
BX321887.1
BX321887.3
BX321887.2
BX321887.5
BX321887.4
si:dkey-28k24.2
znf1020
CR356223.1
CR356223.4
znf1063
CR356223.3
CABZ01028407.1
znf1023.1
BX957234.5
znf1113
BX957234.6
BX957234.9
BX957234.2
BX957234.3
BX957234.1
BX957234.4
BX957234.8
BX957234.7
znf1064.1
BX470115.1
BX470115.2
si:ch211-234c11.2
si:ch211-234c11.3
si:dkey-40n15.1
znf1036
znf1146
CR293532.1
CR293532.2
CR293502.2
CR293502.3
si:ch211-42i6.2
BX942819.2
BX942819.1
CR293498.2
CR293498.1
si:dkey-5i16.5.1
si:dkey-159n16.2
si:ch211-197e7.3
BX927318.1
si:dkey-159n16.4
znf1057
znf974
BX465205.2
BX465205.3
BX465205.1
si:ch211-197e7.1
BX324126.1
si:dkey-156k2.3
BX957251.1
BX957251.2
si:dkey-156k2.4
znf1128.1
si:ch211-152l15.2
si:dkey-16p6.1.9
znf1135
znf1066
si:dkey-156k2.7
si:dkey-156k2.8
znf1061
BX663613.1
zgc:174704
BX663613.2
znf977.1
znf1110
znf1058
si:ch211-245n8.4
znf1045
BX901921.1
BX855613.1
si:dkey-156j15.1
si:ch211-208f21.2
si:ch211-208f21.3
BX855613.3
BX855613.4
BX855613.2
znf1026
znf1141
si:dkey-82i20.1
si:dkey-82i20.5
BX005380.1
CR628395.2
si:dkey-165e24.1
CR628395.1
CR749742.1
si:dkeyp-90h9.1
BX321870.1
BX321870.4
BX321870.3
si:dkey-22a18.2
BX649431.3
si:dkeyp-44b5.4
si:dkeyp-107f9.1
si:dkey-16b10.1
znf1034
si:dkey-16b10.2
zgc:173705
CR318589.2
si:dkeyp-107f9.2
si:dkeyp-107f9.4
CR318589.1
BX640584.5
BX640584.1
BX640584.2
BX640584.6
si:dkey-78o7.3
si:dkeyp-44b5.5
BX640584.3
BX666065.3
BX666065.4
BX640547.4
BX640547.5
BX640547.6
BX640547.1
BX640547.7
si:dkey-4j21.2
BX640547.3
si:dkey-201g16.1
BX571954.2
si:dkey-201g16.5
si:dkey-8o9.2
znf1053.1
znf1037
BX571843.1
si:dkey-250k10.1
si:dkey-250k10.4
BX511078.7
BX511078.1
BX511078.4
BX511078.6
BX511078.5
BX511078.2
znf1045.1
BX511078.3
znf1102.2
CR388042.1
si:dkey-247i3.6.1
si:ch211-249c2.1
BX936350.1
BX936350.2
BX936303.5
BX936303.2
BX936303.1
BX936303.4
si:ch211-223g7.6
si:dkey-16p6.1.10
BX572628.2
si:ch211-223g7.2
si:ch211-227e10.6
BX640461.2
ZNF70 (1 of many).2
si:ch211-227e10.3
si:ch211-227e10.2
si:ch211-227e10.1
CR388413.6
CR392354.2
CR392354.1
si:dkey-56m15.9
si:dkey-56m15.8
si:dkey-56m15.7
si:dkey-56m15.6
si:dkey-56m15.5
si:dkey-56m15.3
si:dkey-56m15.2
znf1039
si:dkey-61p9.9
BX546503.1
si:dkey-157e10.8.1
si:dkey-157e10.6
znf998
CT027586.2
CT027586.3
CT027586.4
si:dkey-191j3.2.1
CT027586.1
znf569l
CR762475.3
CR762475.1
CR762475.6
znf1029
znf1078
CR762475.5
znf1074
CT583728.17
CT583728.6
CT583728.20
CT583728.8
CT583728.18
AL772298.3
AL772298.4
znf1133
znf986
si:dkey-16p6.1.11
si:ch211-207e19.2
si:ch211-207e19.15
znf972
zgc:174275
si:dkey-41c6.3
si:ch211-237a4.2
si:dkey-65l23.2
CR769782.1
si:ch211-227p7.1
BX649417.2
BX649417.4
si:ch211-227p7.5
BX649417.3
znf1047.1
BX649417.1
si:dkeyp-33c10.7
si:dkey-269o24.6
si:dkey-269o24.1
znf999
si:ch211-161m3.1
si:ch211-238e22.7
si:ch211-238e22.5
si:ch211-238e22.2
si:ch211-238e22.4
si:ch211-238e22.8
znf1069
si:dkey-122c11.7
si:dkey-40j3.3
BX510934.3
BX510934.1
zgc:174703
BX510934.2
pimr168.2
il17ra2
il17ra1b
BX324181.2
FP236354.1
CR388206.2
si:ch211-238e22.2.1
zgc:174314
si:dkey-19h16.8
si:dkeyp-44b5.4.1
znf1097.1
CT027609.1
si:ch211-212k5.4
CR388095.1
si:dkey-57k17.1
si:ch211-212k5.1
CR388095.2
si:dkey-16p6.1.12
si:ch211-199m9.2
CR388095.3
BX927290.1
CT027696.1
si:ch211-212k5.3
si:dkey-25i10.1
CR388148.2
si:dkey-28i19.1
si:dkey-28i19.4
CABZ01001457.1
si:ch211-64i20.3.1
si:ch211-64i20.5_2
BX469910.4
znf1132.1
znf1127
BX469910.3
znf1149
znf1086
znf1084
BX927122.1
si:dkey-105i14.1
BX321871.1
znf1050.1
znf993
si:ch211-241n15.3
si:dkey-4e4.1.1
CR936371.1
CR936371.3
CR936371.2
si:dkey-149m13.5
si:dkey-149m13.4
znf1068
CR846087.3
si:dkey-196n19.2
CR846087.6
CR846087.5
CR846087.4
CR388052.3
znf1109
znf1033
CR388052.1
si:ch211-178j18.4
CABZ01002522.1
CABZ01002524.3
CABZ01002524.1
CABZ01002524.2
CABZ01002524.4
CABZ01002522.2
BX465848.2
BX465848.3
BX465848.4
BX465848.5
BX465848.6
znf1080
BX465848.1
znf1080.1
CU138542.1
si:dkey-248e17.5
si:dkey-248e17.4
CU138542.2
znf1130
si:dkey-16p6.1.13
CR293500.2
si:dkey-211i20.2
si:dkey-211i20.4
CR293500.1
si:dkey-211i20.5
CR388363.1
si:dkey-254e13.6
si:dkey-16p6.1.14
znf1044
si:dkey-82i20.2
CR854965.2
BX000981.13
BX000981.12
si:dkey-9p20.18
CABZ01004903.1
BX255935.4
BX255935.6
BX255935.5
BX255935.1
BX255935.2
BX255935.3
AL929029.2
AL929029.3
AL929029.5
AL929029.1
AL929029.4
CU457794.1
CU457794.2
si:dkey-26i24.1
znf1129
znf1104
znf1082
znf1077
CABZ01038376.1
si:dkey-146c18.5
si:dkey-16p6.1.15
znf1056
si:dkey-146c18.2
CT990567.1
CT990567.2
CR450780.4
CR450780.1
CR450780.3
CR450780.2
zgc:173714
si:dkey-30f3.2
BX248128.1
si:ch211-198g14.4
si:ch211-134c10.1
CU182823.1
BX294383.3
si:dkeyp-35e5.9
si:dkeyp-35e5.10
si:dkeyp-35e5.5
znf1079
BX294383.1
CR388416.1
si:ch211-79g12.1
si:dkey-165b20.3
si:dkey-165b20.1
si:dkey-28k24.2.1
si:ch211-79g12.2
CR388179.1
CABZ01050669.1
znf1131
si:dkey-238o14.3
si:dkey-82i20.2.1
CR927050.3
si:dkey-217g21.3
CR927050.2
si:ch211-258f1.3
znf1098
si:dkey-11d20.1
BX649497.2
si:dkey-16p6.1.16
BX649497.1
si:dkeyp-85d8.5.2
znf1048
si:dkey-92j16.2
si:dkey-30f3.2.1
BX901974.1
BX901974.3
si:dkey-179k24.1
si:dkey-179k24.2
znf1091
si:dkey-179k24.5
znf1106
znf1103
BX914205.2
BX914205.3
znf1089
si:dkey-220o21.3
BX914205.4
BX914205.5
CT956002.2
si:dkey-220o21.4
CT956002.3
CT956002.4
CT956002.1
znf1147
si:ch211-223a21.1
CR790382.1
CR790382.2
CR790382.3
CR790382.4
CR790382.5
znf1105
BX936382.1
si:ch211-223a21.4
si:ch211-223a21.3
si:ch211-223a21.6
znf1099.1
BX914214.3
BX914214.1
si:dkey-9i5.2
BX914214.2
znf1018
znf988
si:ch211-234c11.2.1
BX928743.1
CT955963.1
si:ch211-283l16.1
BX908799.1
BX908799.2
si:dkey-14o6.2
si:ch211-194h1.2
znf1126
znf985.1
si:dkey-14o6.4
si:dkey-14o6.1
znf1095
si:dkey-14o6.8
znf1108
BX293993.2
si:dkeyp-5g9.1
BX293993.1
si:dkey-205i10.2
si:dkey-205i10.1
CR361561.1
CR361561.2
CR361561.3
si:ch211-218k8.1
si:ch211-203c5.3
BX004873.6
BX004873.5
BX004873.1
BX004873.8
BX004873.2
BX004873.7
si:ch211-149o24.4
BX004873.3
si:dkey-47k16.4.1
BX649556.1
BX649556.3
znf1070
si:dkey-29m1.2
BX649331.2
BX649331.3
CT573263.2
CT573263.1
CT573263.3
CU467943.1
CU467943.2
BX572103.5
BX572103.3
BX572103.2
BX572103.4
BX572103.1
BX572103.6
BX088712.5
BX088712.6
BX088712.3
BX088712.7
BX088712.1
BX088712.4
BX088712.2
BX511215.1
BX511215.2
si:ch211-66c13.1
BX649308.1
BX649308.2
BX649308.3
si:ch211-223k15.1
si:ch211-133h13.1
CT573234.1
CT573234.3
CT573234.2
CT573234.4
CT573234.5
CT737127.3
CT737127.1
znf987.1
znf1043
CT737127.2
BX276122.2
BX276122.1
znf1146.1
si:ch211-232h22.1
CABZ01002718.1
si:dkey-16p6.1.17
si:dkey-237g15.2
zgc:174180
BX548011.1
si:dkey-16p6.1.18
CABZ01002702.1
znf985.2
CR388145.1
si:dkey-264f17.3
si:dkey-264f17.5
si:dkey-264f17.1
si:dkey-264f17.2
CR388145.2
zgc:173702
CR759907.2
si:dkey-16p19.5.1
FO834842.1
znf1075
si:ch211-209j12.6
zgc:173615
si:ch211-209j12.1
si:dkey-246j6.1
si:ch211-209j12.2
znf1127.1
si:ch211-209j12.3
si:dkey-246j6.3
znf1025
si:ch211-145h19.3
znf1101
znf993.1
si:ch211-120c15.3
znf1030
zgc:174944
si:dkey-238o14.1
znf1081
si:dkey-238o14.7
BX088547.1
znf1087
znf1117
BX088547.2
si:ch211-145h19.5
znf1076
si:dkey-190j3.4
si:ch211-171l17.14
si:dkey-3h2.4
si:ch211-171l17.4
si:ch211-208f21.3.1
si:dkey-3h2.4.1
si:dkey-3h2.2
si:dkey-3h2.3
si:ch211-11p18.6
si:dkey-29j8.1.1
si:dkey-51d8.3.1
si:dkey-190j3.6
si:rp71-7l19.2.1
BX936362.1
si:dkey-190j3.2
si:dkey-190j3.3
si:dkey-51d8.3.2
CABZ01033539.1
CABZ01033540.2
CABZ01033540.1
si:dkey-11d20.1.1
si:ch211-211k8.12
si:ch211-211k8.4
si:dkey-28k24.2.2
si:ch211-127b6.2
im:7141269
si:ch211-108c17.2
si:dkey-16p6.1.19
si:dkeyp-80d11.12
si:dkeyp-80d11.4
si:dkeyp-80d11.14
si:dkeyp-80d11.10
si:dkeyp-80d11.1
si:ch211-76m11.5
si:dkey-193i10.4
si:dkey-193i10.1
si:ch211-205a14.7
si:rp71-7l19.2.2
si:ch211-205a14.1
si:dkeyp-123a12.2
